Index	CorrectMemoryResponse	ItemNumber	List	ItemType	Ambiguity	MemoryLoad	Condition	Region_1RT.rt	Region_2RT.rt	Region_3RT.rt	Region_4RT.rt	TotalRT	ComprehensionRT.keys	ReferentChoice	ComprehensionRT.rt	Memory_ComprehensionRT.keys	Memory_ComprehensionRT.corr	Memory_ComprehensionRT.rt	Region_5RT.rt	Region_6RT.rt	Region_7RT.rt	expName	session	participant	WMC
59	p	66	1	Filler	NA	NA	NeutralFNLow	2.052578926	0.519061089	0.402318954	0.418931007	4.733626127	1	Obj	1.602138042	p	1	4.736262798	0.419361115	0.402513027	0.518862009	List1	1	P552	50
60	space	7	1	Exp	Amb	Low	AmbLow	1.367069006	0.669169903	0.735605955	0.635885	7.398354054	2	Sub	1.616647005	space	1	0.652642012	0.752707005	0.902265072	2.335652113	List1	1	P552	50
61	p	72	1	Filler	NA	NA	NeutralFN	2.167196989	0.53550601	0.435764074	0.435551882	5.097696066	1	Obj	1.800606966	p	1	2.618974209	0.435804129	0.385695934	0.702177048	List1	1	P552	50
62	q	10	1	Exp	Amb	High	AmbHigh	1.719147921	0.552453041	0.519100904	0.485435963	5.583459855	1	Obj	2.667248964	p	0	6.019093037	0.63598609	0.602421999	1.068913937	List1	1	P552	50
63	q	65	1	Filler	NA	NA	NeutralMN	2.435765028	0.485981941	0.435658932	0.419186115	5.266480922	2	Sub	1.78562212	p	0	3.569267035	0.58538413	0.402227879	0.502276897	List1	1	P552	50
64	q	23	1	Exp	No	High	NoHigh	2.119022131	0.435712814	0.385715008	0.38546896	5.480807067	2	Sub	3.569024086	q	1	5.000522852	0.402231932	0.452238083	1.300418139	List1	1	P552	50
65	space	33	1	Filler	NA	NA	MatchMMLow	1.002182007	0.418946028	0.402220964	0.40220809	5.465467215	1	Obj	2.418711901	space	1	0.768799067	0.685688019	0.50211215	2.052109957	List1	1	P552	50
66	space	43	1	Filler	NA	NA	MatchFF	1.502886057	0.701960087	0.602303028	0.718988895	6.332942247	2	Sub	2.329916	space	1	1.119503021	0.919192076	0.785433054	1.10217905	List1	1	P552	50
67	q	28	1	Exp	Amb	High	AmbHigh	4.352761984	0.516987085	0.468837023	0.435675144	7.380949258	1	Obj	2.135728121	q	1	3.435706139	0.485605001	0.552125931	0.56895709	List1	1	P552	50
68	p	71	1	Filler	NA	NA	NeutralFN	1.68551302	0.685679913	0.618901968	0.752254009	5.649529935	2	Sub	1.733890057	q	0	7.352675915	0.76896596	0.68592	0.452295065	List1	1	P552	50
69	space	45	1	Filler	NA	NA	MismatchMFLow	1.918982029	0.585572004	0.585661173	0.702240944	5.147787094	2	Sub	1.819238901	space	1	0.569272995	0.45263505	0.452315807	0.450380087	List1	1	P552	50
70	space	14	1	Exp	No	Low	NoLow	0.702229023	0.352377892	0.418916941	0.418954134	3.733088018	1	Obj	5.115800142	space	1	0.936069012	0.419230938	0.38579011	1.03558898	List1	1	P552	50
71	p	58	1	Filler	NA	NA	MismatchFM	1.902392864	0.452975035	0.435878038	0.418838024	4.967012882	1	Obj	2.282982111	p	1	9.86929512	0.435478926	0.368963957	0.952486038	List1	1	P552	50
72	space	55	1	Filler	NA	NA	MismatchFM	1.019032955	0.452250004	0.485615015	0.635905981	5.367291213	2	Sub	2.085391045	space	1	1.11894989	0.602552176	0.635941029	1.535994053	List1	1	P552	50
52	q	52	1	Filler	NA	NA	MismatchFMLow	0.969809055	0.702854872	0.836387873	1.069570065	6.170554877	2	Obj	3.870840788	p	0	6.654874802	0.852956057	0.702728033	1.036248922	List1	1	P720	30
35	p	35	1	Filler	NA	NA	MatchMM	0.819302082	0.702392101	0.736169815	1.519243002	5.900821924	2	Obj	3.569365978	p	1	4.286657095	0.535618067	0.585603952	1.002492905	List1	1	P720	30
11	p	11	1	Exp	No	High	NoHigh	1.102413893	0.685495138	0.635529041	0.75274992	5.46653676	1	Sub	3.851275921	q	0	4.235888004	0.535501957	0.452210903	1.302635908	List1	1	P720	30
53	p	53	1	Filler	NA	NA	MismatchFMLow	0.618999958	0.585582972	0.48534584	0.785825014	4.482893705	1	Sub	2.135532856	p	1	3.118921995	0.569365978	0.818995953	0.61877799	List1	1	P720	30
17	q	17	1	Exp	No	High	NoHigh	0.135603905	1.702746153	0.718808174	0.485509157	4.682669402	3	None	3.118283033	p	0	3.468975067	0.452116013	0.502286911	0.685599089	List1	1	P720	30
54	p	54	1	Filler	NA	NA	MismatchFMLow	0.652574062	0.402360201	0.402240992	0.369222879	3.933463334	2	Obj	2.434477091	p	1	4.119185925	0.419006109	0.502554178	1.185504913	List1	1	P720	30
21	space	21	1	Exp	One	Low	OneLow	0.70254302	0.585900068	2.519009829	0.702490091	6.833980083	2	Obj	2.314347029	space	1	0.868889093	0.468998909	0.53568697	1.319351196	List1	1	P720	30
48	q	48	1	Filler	NA	NA	MismatchMF	0.569446087	0.852261066	0.368899107	0.5359869	3.633661269	3	None	2.134454012	p	0	5.352488995	0.419192076	0.435586929	0.452289104	List1	1	P720	30
3	space	3	1	Exp	One	Low	OneLow	1.468891144	0.618885994	0.452342033	0.81915617	5.183113336	2	Obj	2.184816122	space	1	0.618810177	0.635607004	0.585645914	0.602585077	List1	1	P720	30
42	p	42	1	Filler	NA	NA	MatchFF	0.535770178	0.418992043	0.569118977	0.602344036	3.899519206	2	Obj	2.152641058	p	1	2.818833828	0.518949986	0.468863964	0.785480022	List1	1	P720	30
5	p	5	1	Exp	No	High	NoHigh	1.235563993	0.568876028	0.435560942	0.385635853	3.780641079	1	Sub	2.285139084	q	0	3.269130945	0.367082119	0.352120161	0.435801983	List1	1	P720	30
46	q	46	1	Filler	NA	NA	MismatchMFLow	0.602184057	0.33562398	0.368867874	0.71929884	3.182924748	2	Obj	4.633505821	p	0	3.835887909	0.452104092	0.335597992	0.369247913	List1	1	P720	30
4	p	4	1	Exp	Amb	High	AmbHigh	0.185590029	0.768815041	0.452354193	0.652680159	3.483565332	1	Sub	3.367567778	q	0	3.369038105	0.369143963	0.402599096	0.652382851	List1	1	P720	30
39	space	39	1	Filler	NA	NA	MatchFFLow	0.152495146	0.636096001	0.352496147	0.669232845	2.834008217	2	Obj	1.75235796	space	1	0.635492086	0.352613211	0.33551383	0.335561037	List1	1	P720	30
30	q	30	1	Exp	One	High	OneHigh	0.518890858	0.569185972	0.352667809	0.6355021	3.533931732	1	Sub	2.402147055	q	1	3.052335024	0.335872173	0.385987997	0.735824823	List1	1	P720	30
56	space	56	1	Filler	NA	NA	MismatchFM	0.518942833	0.319257021	0.317364931	0.635930061	3.231458902	2	Obj	1.702036142	space	1	0.618829966	0.468909979	0.368848085	0.602205992	List1	1	P720	30
63	space	63	1	Filler	NA	NA	NeutralMN	0.518819094	0.285742998	0.335545063	0.417101145	3.080484152	1	Sub	2.067256927	space	1	0.652212143	0.36886692	0.352195978	0.802212954	List1	1	P720	30
13	space	13	1	Exp	Amb	Low	AmbLow	0.469208002	0.485935926	0.335530043	0.935517073	4.099705696	1	Sub	2.768840075	space	1	0.718914986	0.468957901	0.335575819	1.068980932	List1	1	P720	30
44	space	44	1	Filler	NA	NA	MatchFF	1.535489082	0.368801117	0.402271032	0.40219593	4.031912326	2	Obj	2.768238068	space	1	0.56888485	0.385605097	0.335400105	0.602149963	List1	1	P720	30
6	q	6	1	Exp	One	High	OneHigh	0.635392904	0.502547026	0.368719101	0.31885004	3.282425166	2	Obj	3.43562603	q	1	6.602421999	0.318772078	0.269212008	0.868932009	List1	1	P720	30
31	space	31	1	Filler	NA	NA	MatchMMLow	0.51909399	0.302119017	0.268829107	0.302266836	3.014131069	1	Sub	1.981657982	space	1	0.68561101	0.902247906	0.333677053	0.38589716	List1	1	P720	30
2	space	2	1	Exp	No	Low	NoLow	0.519027948	0.269261122	0.435951948	0.336327076	3.084589243	2	Obj	2.819340944	space	1	0.402649164	0.402544022	0.385883093	0.735594034	List1	1	P720	30
62	space	62	1	Filler	NA	NA	NeutralMN	0.686127186	0.352447033	0.286037922	0.352701902	3.500397205	2	Obj	3.651830912	space	1	0.902286768	0.352263927	0.335643053	1.135176182	List1	1	P720	30
27	space	27	1	Exp	One	Low	OneLow	0.518796921	0.418872118	0.218960047	0.268965006	2.782550812	2	Obj	1.583866119	space	1	0.969226122	0.285604	0.268909931	0.802442789	List1	1	P720	30
57	space	57	1	Filler	NA	NA	MismatchFM	0.419142008	0.385457039	0.352131128	0.400409937	2.913922071	1	Sub	2.20026803	space	1	0.518716097	0.335592985	0.252094984	0.76909399	List1	1	P720	30
20	space	20	1	Exp	No	Low	NoLow	0.468903065	0.318992138	0.252285957	0.268906116	3.016028165	2	Obj	3.383657932	space	1	0.485928059	0.269154072	0.235498905	1.202287912	List1	1	P720	30
41	q	41	1	Filler	NA	NA	MatchFF	0.585904121	0.302242041	0.269243002	0.55226922	2.831485509	1	Sub	1.619397879	q	1	6.984072924	0.385976076	0.335453033	0.400398016	List1	1	P720	30
18	p	18	1	Exp	One	High	OneHigh	0.53570509	0.302185059	0.285906076	0.285629988	2.665200473	1	Sub	2.602285862	q	0	9.670602083	0.336033106	0.235913992	0.683827162	List1	1	P720	30
67	space	67	1	Filler	NA	NA	NeutralFNLow	0.419248819	0.252306938	0.286001921	0.285578966	2.183449983	1	Sub	1.936268806	space	1	0.685633183	0.352284193	0.252314091	0.335715055	List1	1	P720	30
15	space	15	1	Exp	One	Low	OneLow	0.602240801	0.285533905	0.367171049	0.268957853	3.130799531	2	Obj	1.583606005	space	1	0.635746956	0.402292013	0.235703945	0.968899965	List1	1	P720	30
50	space	50	1	Filler	NA	NA	MismatchMF	0.535573006	0.318907022	0.269340038	0.735576868	2.966222286	2	Obj	3.100704908	space	1	0.552192926	0.368949175	0.335479021	0.402397156	List1	1	P720	30
19	space	19	1	Exp	Amb	Low	AmbLow	0.635570049	0.235532045	0.219336987	0.285606861	2.766525745	2	Obj	6.784209967	space	1	0.669151068	0.352061033	0.252564907	0.785853863	List1	1	P720	30
59	q	59	1	Filler	NA	NA	NeutralMN	0.519139051	0.318818808	0.318985939	0.268913031	2.465978147	1	Sub	2.336376905	q	1	3.302354097	0.402254105	0.285693169	0.352174044	List1	1	P720	30
26	space	26	1	Exp	No	Low	NoLow	0.585768938	0.335403919	0.65267992	0.46882987	3.382937669	1	Sub	4.201761007	space	1	0.652194977	0.285759926	0.335504055	0.718991041	List1	1	P720	30
68	space	68	1	Filler	NA	NA	NeutralFNLow	0.5182302	0.269433022	0.235826969	0.352900028	3.599138499	2	Obj	2.317003965	space	1	0.402584076	0.335370064	0.302243233	1.585134983	List1	1	P720	30
25	space	25	1	Exp	Amb	Low	AmbLow	0.402332067	0.285547972	0.252074957	0.2359519	2.149333239	2	Obj	4.217568159	space	1	0.685899019	0.352335215	0.268860102	0.352231026	List1	1	P720	30
37	q	60	1	Filler	NA	NA	NeutralMN	0.185811043	0.702240944	0.502285957	0.40236783	3.216139793	1	Obj	1.48027277	p	0	4.219014883	0.418784857	0.468850136	0.535799026	List1	1	P720	30
38	p	29	1	Exp	No	High	NoHigh	0.65218997	0.318863869	0.35233283	0.369370937	3.197873592	1	Obj	5.935000181	p	1	6.952568054	0.352312088	0.333600998	0.8192029	List1	1	P720	30
39	q	36	1	Filler	NA	NA	MatchMM	0.63560605	0.368979216	0.835641146	0.268899918	3.36630416	2	Sub	1.467271805	p	0	3.702820063	0.368857145	0.285734892	0.602585793	List1	1	P720	30
40	space	1	1	Exp	Amb	Low	AmbLow	0.552261114	0.300350904	0.318891048	0.285914898	2.397871731	1	Obj	12.28400207	space	1	0.485935211	0.285569906	0.252301931	0.40258193	List1	1	P720	30
41	space	61	1	Filler	NA	NA	NeutralMN	0.402246952	0.285809994	0.168864965	0.235473156	3.682547331	2	Sub	1.465800047	space	1	0.552377939	0.519026995	0.318905115	1.752220154	List1	1	P720	30
42	q	22	1	Exp	Amb	High	AmbHigh	0.40229702	0.502297878	0.319214106	0.269190073	2.933290959	1	Obj	4.75062418	p	0	3.419074059	0.71922183	0.385530949	0.335539103	List1	1	P720	30
43	q	34	1	Filler	NA	NA	MatchMM	0.518841028	0.31901598	0.318958998	0.2191782	2.533169986	2	Sub	1.900655985	q	1	8.050457954	0.552417994	0.318956852	0.285800934	List1	1	P720	30
44	p	12	1	Exp	One	High	OneHigh	0.068944931	0.702392101	0.319020987	0.286010981	2.366446019	1	Obj	5.383767128	p	1	2.035604	0.352283001	0.26896596	0.368828058	List1	1	P720	30
45	space	49	1	Filler	NA	NA	MismatchMF	0.735486984	0.368875027	0.252347946	0.26898098	2.88238597	2	Sub	3.133513927	space	1	0.919405937	0.452229023	0.302210093	0.502255917	List1	1	P720	30
46	space	37	1	Filler	NA	NA	MatchMM	0.436079025	0.335595846	0.335544109	0.302797079	3.766949891	1	Obj	2.382929087	space	1	0.619255066	0.452086926	0.418880939	1.485965967	List1	1	P720	30
47	space	38	1	Filler	NA	NA	MatchFFLow	0.5356071	0.185648918	0.368947029	0.452410936	2.532795191	2	Sub	1.2007761	space	1	0.535630941	0.318817139	0.302448988	0.368915081	List1	1	P720	30
48	p	64	1	Filler	NA	NA	NeutralMN	0.485800982	0.302263021	0.618983984	0.235631943	2.44786191	1	Obj	1.983538866	p	1	2.235663176	0.300337076	0.285907984	0.21893692	List1	1	P720	30
49	space	69	1	Filler	NA	NA	NeutralFN	0.569215059	0.302247047	0.18550396	0.58549881	2.782241106	2	Sub	2.486129999	space	1	0.802488804	0.418793201	0.352103949	0.36887908	List1	1	P720	30
50	q	47	1	Filler	NA	NA	MismatchMFLow	0.552310944	0.385529995	0.352560043	0.585823059	4.266790152	2	Sub	2.382720947	p	0	3.835655928	0.58551693	0.369037151	1.43601203	List1	1	P720	30
51	space	51	1	Filler	NA	NA	MismatchMF	0.802819967	0.552163124	0.318861008	0.252109051	3.082455159	2	Sub	1.368046045	space	1	0.602348804	0.368844032	0.302212954	0.485445023	List1	1	P720	30
52	q	70	1	Filler	NA	NA	NeutralFN	0.819005013	0.269187927	0.218835831	0.202224016	2.766073704	1	Obj	1.600432158	q	1	4.802098036	0.485991001	0.302098036	0.46873188	List1	1	P720	30
53	space	9	1	Exp	One	Low	OneLow	0.469306946	0.302200079	0.302263975	0.202668905	2.747751713	2	Sub	2.067545891	space	1	1.585618019	0.666805029	0.368922949	0.43558383	List1	1	P720	30
54	space	32	1	Filler	NA	NA	MatchMMLow	0.50222683	0.285561085	0.335618019	0.318974018	2.649379015	3	None	3.202309847	space	1	0.485691071	0.485879898	0.352365017	0.368754148	List1	1	P720	30
55	space	8	1	Exp	No	Low	NoLow	0.518934011	0.250440836	0.25270319	0.30223918	2.981359244	1	Obj	1.849942923	space	1	0.768893957	0.352146149	0.502271891	0.802623987	List1	1	P720	30
56	p	40	1	Filler	NA	NA	MatchFFLow	0.435623884	0.335685968	0.269140005	0.285522938	2.715776681	1	Obj	1.747145891	p	1	3.218950987	0.385545969	0.318886995	0.685370922	List1	1	P720	30
57	p	24	1	Exp	One	High	OneHigh	0.285883904	0.452196121	0.30250597	0.285634041	2.249414206	2	Sub	11.31886506	p	1	1.852614164	0.335543156	0.285439014	0.302212	List1	1	P720	30
58	p	16	1	Exp	Amb	High	AmbHigh	0.6022439	0.285520077	0.268966913	0.252289057	2.948816299	1	Obj	9.751557112	space	0	1.902291059	0.302149057	0.285467148	0.952180147	List1	1	P720	30
59	p	66	1	Filler	NA	NA	NeutralFNLow	1.019136906	0.68573904	0.686125994	0.452291012	4.033480884	1	Obj	5.285238981	p	1	4.169078827	0.419019938	0.368929863	0.402238131	List1	1	P720	30
60	space	7	1	Exp	Amb	Low	AmbLow	0.70237422	0.285644054	0.235605001	0.285902977	2.449469088	2	Sub	4.58297801	space	1	2.152753115	0.285564899	0.285599947	0.36877799	List1	1	P720	30
61	p	72	1	Filler	NA	NA	NeutralFN	0.735692978	0.335435152	0.252629042	0.802261829	3.31601572	1	Obj	1.933681011	p	1	1.752286911	0.318846941	0.368846893	0.502302885	List1	1	P720	30
62	q	10	1	Exp	Amb	High	AmbHigh	0.419035912	0.352389097	0.235594034	0.252491951	2.566371679	1	Obj	1.216969013	q	1	6.419238091	0.285642862	0.335642815	0.685575008	List1	1	P720	30
63	q	65	1	Filler	NA	NA	NeutralMN	0.518922806	0.21923995	0.235540867	0.250365973	2.481109858	2	Sub	1.50189805	p	0	5.435765028	0.402451038	0.269018173	0.585571051	List1	1	P720	30
64	q	23	1	Exp	No	High	NoHigh	0.502293825	0.600417852	0.285425901	0.28366518	3.193342684	2	Sub	2.501109123	space	0	1.468923092	0.28578496	0.283631086	0.95212388	List1	1	P720	30
65	space	33	1	Filler	NA	NA	MatchMMLow	1.285486937	0.452237844	0.318893909	0.269237995	5.083263635	1	Obj	2.967972994	space	1	0.552258968	0.435573101	0.302484989	2.01934886	List1	1	P720	30
66	space	43	1	Filler	NA	NA	MatchFF	0.483586073	0.285850048	0.285552979	0.402216911	2.797219992	2	Sub	2.01343298	space	1	0.535644054	0.385602951	0.285563946	0.668847084	List1	1	P720	30
67	q	28	1	Exp	Amb	High	AmbHigh	0.50224185	0.26939702	0.20042491	0.318700075	2.264497757	1	Obj	2.017127037	p	0	1.669262886	0.285490036	0.302590847	0.385653019	List1	1	P720	30
68	p	71	1	Filler	NA	NA	NeutralFN	0.402532101	0.318887949	0.318985939	0.33591795	2.467001916	2	Sub	2.166960001	p	1	2.219421864	0.385578871	0.335909128	0.369189978	List1	1	P720	30
69	space	45	1	Filler	NA	NA	MismatchMFLow	0.735877037	0.285645962	0.285510063	0.285663843	3.549909114	2	Sub	1.134536028	space	1	0.685655117	0.368901968	0.319648027	1.268662214	List1	1	P720	30
70	space	14	1	Exp	No	Low	NoLow	0.68611002	0.318983078	0.335643768	0.302672148	3.983994961	1	Obj	4.365061998	space	1	0.568886995	0.652379036	0.418884039	1.269322872	List1	1	P720	30
71	p	58	1	Filler	NA	NA	MismatchFM	0.48566103	0.535706043	0.235518932	0.319218159	2.683301926	1	Obj	1.635094881	q	0	5.452804089	0.402629852	0.302219868	0.402348042	List1	1	P720	30
72	space	55	1	Filler	NA	NA	MismatchFM	0.568915129	0.269371986	0.269031048	0.668913126	3.350345135	2	Sub	1.751960993	space	1	0.552271843	0.786025047	0.435952902	0.352135897	List1	1	P720	30
52	q	52	1	Filler	NA	NA	MismatchFMLow	0.73548317	1.252330065	1.01860404	1.318690062	7.66469431	2	Obj	2.50216198	q	1	4.702203035	1.018944025	1.185359001	1.135283947	List1	1	P834	0
35	p	35	1	Filler	NA	NA	MatchMM	1.418853998	1.252218962	0.935380936	1.651972055	9.548157931	2	Obj	2.552238941	p	1	3.202032804	1.502146006	1.318819046	1.468766928	List1	1	P834	0
11	p	11	1	Exp	No	High	NoHigh	1.319140911	1.102098942	1.218677044	1.002166986	8.281682014	1	Sub	7.752170086	q	0	7.985582113	0.868978024	1.251989126	1.518630981	List1	1	P834	0
53	p	53	1	Filler	NA	NA	MismatchFMLow	1.80282712	1.084961176	1.218738079	1.218835831	9.214960338	1	Sub	3.235527039	p	1	3.085385084	1.318639994	1.302214146	1.268743992	List1	1	P834	0
17	q	17	1	Exp	No	High	NoHigh	0.851948023	1.018755913	0.985543013	0.852020979	8.331243992	3	None	5.633763075	q	1	5.219219923	0.952187061	2.302098989	1.368690014	List1	1	P834	0
54	p	54	1	Filler	NA	NA	MismatchFMLow	1.318670034	0.985324144	0.735325813	0.852122068	7.847957133	2	Obj	2.568190098	q	0	23.55255795	0.802258015	0.968831062	2.185425997	List1	1	P834	0
21	space	21	1	Exp	One	Low	OneLow	1.452231884	0.952267885	0.851803064	0.868910074	8.18151164	2	Obj	3.049123049	space	1	1.568696022	0.918840885	0.802047968	2.33540988	List1	1	P834	0
48	q	48	1	Filler	NA	NA	MismatchMF	0.635593176	0.602202892	0.752019167	1.085474968	5.398776531	3	None	4.733748913	q	1	9.052520037	0.702195168	0.718901157	0.902390003	List1	1	P834	0
3	space	3	1	Exp	One	Low	OneLow	1.285297155	0.6521492	0.702052116	0.702059984	6.148104428	2	Obj	5.735791922	space	1	3.568526983	0.602089882	0.702105999	1.502350092	List1	1	P834	0
42	p	42	1	Filler	NA	NA	MatchFF	0.218622923	1.002148867	0.468923807	0.63547802	4.148171664	2	Obj	2.602210999	p	1	3.752024889	0.452053785	0.435619116	0.935325146	List1	1	P834	0
5	p	5	1	Exp	No	High	NoHigh	0.468746901	0.368996859	0.435481071	0.385386944	3.314895154	1	Sub	5.818972826	p	1	2.302094936	0.402254105	0.385168076	0.868861198	List1	1	P834	0
46	q	46	1	Filler	NA	NA	MismatchMFLow	2.785435915	0.518823147	0.485551119	1.985494852	7.981934071	2	Obj	2.383803844	p	0	9.485656977	0.602176905	0.518655062	1.085797071	List1	1	P834	0
4	p	4	1	Exp	Amb	High	AmbHigh	0.785528898	0.651941061	0.535296917	0.602020025	4.99782586	1	Sub	5.284044027	q	0	3.151974916	0.585227966	0.585453987	1.252357006	List1	1	P834	0
39	space	39	1	Filler	NA	NA	MatchFFLow	2.518651009	0.585401058	0.518841028	1.085446119	8.162904262	2	Obj	1.818794966	space	1	1.418810129	0.752557993	0.64983201	2.052175045	List1	1	P834	0
30	q	30	1	Exp	One	High	OneHigh	0.850267172	0.535305023	0.502087831	0.868538141	5.663684129	1	Sub	3.98488307	p	0	6.385569096	0.685725927	0.619038105	1.60272193	List1	1	P834	0
56	space	56	1	Filler	NA	NA	MismatchFM	1.002388954	0.819077969	0.518764019	1.318760872	7.498857737	2	Obj	3.952289104	space	1	1.117566109	0.618808985	0.485409021	2.735647917	List1	1	P834	0
63	space	63	1	Filler	NA	NA	NeutralMN	1.135365009	0.618938923	0.768735886	0.601967812	4.664481401	1	Sub	3.799228191	space	1	1.285626173	0.46882987	0.485301971	0.58534193	List1	1	P834	0
13	space	13	1	Exp	Amb	Low	AmbLow	1.085515022	0.735470057	0.418812037	1.268587112	5.581829071	1	Sub	2.585192919	space	1	1.035514116	0.48542881	0.618981123	0.96903491	List1	1	P834	0
44	space	44	1	Filler	NA	NA	MatchFF	1.102072954	1.06891799	0.385464907	0.485470057	5.698116304	2	Obj	2.118628025	space	1	0.801739931	0.452017069	0.485355139	1.718818188	List1	1	P834	0
6	q	6	1	Exp	One	High	OneHigh	0.419032097	0.418673992	0.351933956	0.35206604	3.047957897	2	Obj	4.319136143	q	1	4.552388191	0.402011871	0.452443838	0.651796103	List1	1	P834	0
31	space	31	1	Filler	NA	NA	MatchMMLow	0.968716145	0.485351086	0.802100897	1.568867922	10.58125496	1	Sub	2.86777401	space	1	0.835422039	0.751945972	0.51887393	5.485399008	List1	1	P834	0
2	space	2	1	Exp	No	Low	NoLow	0.618844986	0.618741989	0.46877408	0.468968868	3.746512651	2	Obj	5.235577106	space	1	1.152148962	0.516998053	0.501881838	0.552302837	List1	1	P834	0
62	space	62	1	Filler	NA	NA	NeutralMN	0.935338974	0.468840837	0.435473919	0.503191948	5.165897369	2	Obj	3.985385895	space	1	0.985346079	0.93519783	0.652341843	1.235512018	List1	1	P834	0
27	space	27	1	Exp	One	Low	OneLow	0.652066946	0.402302027	0.385667086	0.668751001	4.829668761	2	Obj	3.10128808	space	1	0.585616112	0.450275898	0.418641806	1.851963997	List1	1	P834	0
57	space	57	1	Filler	NA	NA	MismatchFM	0.585489988	0.45205307	0.418913126	0.602422953	4.848694325	1	Sub	2.001168013	space	1	0.785743952	0.485334158	0.418829918	1.885651112	List1	1	P834	0
20	space	20	1	Exp	No	Low	NoLow	0.618999958	0.435370922	0.418790102	0.48357296	10.52958465	2	Obj	2.700403929	space	1	0.868962049	0.451729059	0.451979876	7.669141769	List1	1	P834	0
41	q	41	1	Filler	NA	NA	MatchFF	0.452344894	0.402841091	0.285542965	0.335278034	2.782558917	1	Sub	1.735614061	q	1	6.385496855	0.352077007	0.385577917	0.568897009	List1	1	P834	0
18	p	18	1	Exp	One	High	OneHigh	0.535468102	0.418982029	0.218842983	0.152443886	2.731975556	1	Sub	1.785326004	p	1	4.504688978	0.468706846	0.368872881	0.568658829	List1	1	P834	0
67	space	67	1	Filler	NA	NA	NeutralFNLow	0.685581923	0.53567791	0.485502005	0.485547066	4.265614749	1	Sub	2.185324192	space	1	1.185487986	0.452090979	0.352362871	1.268851995	List1	1	P834	0
15	space	15	1	Exp	One	Low	OneLow	1.20204711	0.485425949	0.368764877	0.635418177	5.198067188	2	Obj	3.568119049	space	1	0.718816042	0.518854141	0.585357904	1.40219903	List1	1	P834	0
50	space	50	1	Filler	NA	NA	MismatchMF	0.435388088	0.402345181	0.368724108	0.702011824	3.931418897	2	Obj	2.251055002	space	1	0.68542695	0.435442925	0.368745804	1.218760967	List1	1	P834	0
